id_venta,fecha,producto,marca,categoria,precio,cantidad,garantia_meses,stock_dias,calificacion,canal,devolucion,total,opinion_usuario
639.0,2024-12-23,Audifonos,Xiaomi,moviles,1551.41,2.0,35.0,13.0,5.0,tienda,no,3102.82,Buen precio y garantía
640.0,2024-12-25,SSD,HP,,3649.28,1.0,12.0,,5.0,web,si,3649.28,Excelente atención técnica
641.0,2024-12-27,Audifonos,Samsung,perifericos,29.57,,19.0,60.0,4.0,web,si,118.28,Demoraron en atender la garantía
642.0,2024-12-28,laptop,Asus,almacenamiento,2556.31,2.0,33.0,89.0,1.0,tienda,no,5112.62,Buen precio y garantía
643.0,2024-12-30,Impresora,Apple,perifericos,5595.85,1.0,14.0,2.0,3.0,marketplace,si,,
644.0,2025-01-01,Audifonos,logitech,computo,5366.87,2.0,6.0,33.0,1.0,,no,10733.74,Entrega rápida y producto original
645.0,2025-01-02,Laptop,Lenovo,computo,4202.18,"3,00",13.0,63.0,4.0,web,,12606.54,Buen precio y garantía
,2025-01-04,Impresora,Xiaomi,almacenamiento,6140.2,,34.0,73.0,2.0,web,si,18420.6,Recibí un producto diferente
647.0,2025-01-06,Laptop,Apple,almacenamiento,3223.03,1.0,14.0,99.0,1.0,marketplace,no,3223.03,Recibí un producto diferente
648.0,2025-01-07,Router,Logitech,moviles,2495.66,2.0,5.0,88.0,"5,00",tienda,no,4991.32,Producto funcionando perfectamente
649.0,2025-01-09,Celular,Samsung,redes,,4.0,26.0,"99,00",5.0,web,no,8724.6,Excelente atención técnica
650.0,2025-01-11,Mouse,Xiaomi,computo,3798.28,,32.0,,5.0,marketplace,si,-15193.12,Producto funcionando perfectamente
651.0,2025-01-13,Teclado,Asus,moviles,126.47,1.0,7.0,109.0,1.0,web,no,,Entrega rápida y producto original
,2025-01-14,Mouse,Dell,perifericos,3310.18,2.0,,17.0,2.0,tienda,si,6620.36,Buen precio y garantía
653.0,2025-01-16,Celular,Apple,moviles,1931.33,1.0,,112.0,4.0,tienda,no,1931.33,Buena asesoría antes de comprar
654.0,2025-01-18,Laptop,Xiaomi,moviles,1715.49,1.0,7.0,84.0,4.0,web,si,1715.49,Buen precio y garantía
655.0,2025-01-19,Audifonos, ASUS ,almacenamiento,3550.21,4.0,3.0,21.0,4.0,marketplace,si,-14200.84, BUEN PRECIO Y GARANTÍA 
656.0,2025-01-21,Tablet,Lenovo,computo,744.54,4.0,-15.0,87.0,1.0,tienda,no,2978.16,Demoraron en atender la garantía
657.0,2025-01-23,Mouse,HP,almacenamiento,2355.28,4.0,,8.0,5.0,marketplace,si,9421.12,Entrega rápida y producto original
658.0,2025-01-24,Audifonos,,redes,3876.3,2.0,14.0,103.0,1.0,web,no,7752.6,Buena asesoría antes de comprar
659.0,2025-01-26, TABLET ,Apple,perifericos,4392.35,1.0,10.0,114.0,3.0,tienda,si,4392.35,Recibí un producto diferente
660.0,2025-01-28,Mouse,Asus,perifericos,2237.03,1.0,6.0,110.0,2.0,marketplace,no,2237.03,Excelente atención técnica
661.0,,Monitor,Xiaomi,perifericos,2546.48,3.0,11.0,79.0,3.0,web,no,7639.44,El producto presentó fallas
662.0,2025-01-31,Monitor,,almacenamiento,5604.02,1.0,23.0,13.0,5.0,tienda,si,5604.02,Entrega rápida y producto original
663.0,2025-02-02,Tablet,Apple,redes,4014.54,4.0,6.0,86.0,1.0,tienda,si,16058.16,Producto funcionando perfectamente
664.0,2025-02-04, MONITOR ,HP,redes,5483.76,1.0,36.0,72.0,1.0,web,no,5483.76,
665.0,2025-02-05,Celular,Samsung,moviles,2752.38,2.0,11.0,41.0,,marketplace,no,"5504,76",Demoraron en atender la garantía
666.0,2025-02-07,Tablet,Logitech,moviles,2090.68,,0.0,44.0,1.0,web,,4181.36,El pedido llegó incompleto
667.0,2025-02-09,SSD,Xiaomi,perifericos,4837.96,2.0,0.0,,5.0,tienda,no,9675.92,Buen precio y garantía
668.0,2025-02-11,Monitor,Apple,redes,4867.67,4.0,31.0,54.0,5.0,web,si,19470.68,Buena asesoría antes de comprar
669.0, 2025-02-12 ,Teclado,Xiaomi,redes,6206.76,3.0,,103.0,4.0,marketplace,no,18620.28,Mala atención postventa
670.0,2025-02-14,Impresora,Asus,almacenamiento,2538.51,2.0,,,1.0,web,si,5077.02,Recibí un producto diferente
671.0,2025-02-16,Router,Apple,almacenamiento,4770.56,2.0,4.0,17.0,-3.0,tienda,si,9541.12,Buen precio y garantía
672.0,2025-02-17,Tablet,Samsung,,"4830,12",3.0,24.0,"41,00",4.0,marketplace,si,14490.36,Buen precio y garantía
673.0,2025-02-19,Impresora,Samsung,perifericos,1603.78,3.0,,94.0,4.0,tienda,si,4811.34,Producto funcionando perfectamente
674.0,2025-02-21,Impresora,Lenovo,redes,1743.49,1.0,24.0,"88,00",4.0,marketplace,,1743.49,Buen precio y garantía
675.0,2025-02-22,Router,HP,moviles,138.06,1.0,28.0,58.0,1.0,web,si,138.06,Demoraron en atender la garantía
676.0,2025-02-24,Audifonos,Xiaomi,computo,1323.58,,"0,00",102.0,3.0,web,no,3970.74,Buena asesoría antes de comprar
677.0,2025-02-26,Teclado,Dell,redes,6435.43,3.0,5.0,,2.0,web,si,19306.29,Mala atención postventa
678.0,2025-02-28,Teclado,Asus,moviles,4980.5,4.0,5.0,79.0,3.0,web,no,19922.0,Recibí un producto diferente
679.0,,Teclado,HP,redes,168.14,3.0,15.0,102.0,3.0,marketplace,si,504.42,Buena asesoría antes de comprar
680.0,2025-03-03,Impresora,Samsung,computo,4005.52,3.0,2.0,13.0,,,no,12016.56,Entrega rápida y producto original
681.0,2025-03-05,Router,Lenovo,computo,976.21,1.0,27.0,113.0,4.0,web,no,976.21,Mala atención postventa
682.0,2025-03-06,SSD,Asus,redes,3193.75,2.0,23.0,13.0,,marketplace,si,-6387.5,
683.0, 2025-03-08 ,SSD,Dell,perifericos,2274.03,4.0,35.0,50.0,1.0,web,no,9096.12,Producto funcionando perfectamente
684.0,2025-03-10,Monitor,Dell,redes,6267.7,-3.0,21.0,51.0,-1.0,tienda,si,18803.1,Buen precio y garantía
,2025-03-12,Router,Asus,perifericos,3505.51,4.0,10.0,115.0,1.0,web,si,14022.04,Buen precio y garantía
686.0,2025-03-13,Audifonos,Xiaomi,almacenamiento,4256.14,3.0,-16.0,4.0,2.0,marketplace,si,,Buen precio y garantía
687.0,2025-03-15,,Lenovo,moviles,4784.83,1.0,32.0,10.0,,web,si,4784.83,Buen precio y garantía
688.0,2025-03-17,Router,Xiaomi,,6037.97,2.0,25.0,"99,00",3.0,web,si,12075.94,Buen precio y garantía
689.0,2025-03-18,Laptop,Lenovo,computo,4036.45,-2.0,13.0,50.0,5.0,tienda,no,8072.9, BUENA ASESORÍA ANTES DE COMPRAR 
690.0,2025-03-20,Teclado,Logitech,redes,3121.82,"1,00",25.0,32.0,4.0,marketplace,si,3121.82,todo bien
691.0,2025-03-22,Laptop,Apple,redes,6385.43,3.0,21.0,21.0,5.0,web,no,19156.29,Excelente atención técnica
692.0,2025-03-23,Monitor,Lenovo,almacenamiento,1450.26,"3,00",10.0,65.0,1.0,tienda,si,4350.78, MALA ATENCIÓN POSTVENTA 
693.0,2025-03-25,Monitor, LENOVO ,,6397.71,1.0,35.0,69.0,3.0,marketplace,no,6397.71,Recibí un producto diferente
694.0,2025-03-27,Teclado,Apple,redes,,1.0,13.0,118.0,5.0,marketplace,,5846.98,El pedido llegó incompleto
695.0,2025-03-29, CELULAR ,Asus,redes,1751.83,1.0,19.0,36.0,4.0,tienda,no,1751.83,Demoraron en atender la garantía
696.0,2025-03-30, TECLADO ,Logitech,perifericos,1314.49,1.0,29.0,37.0,5.0,,no,1314.49,El pedido llegó incompleto
697.0,2025-04-01,Monitor,Asus,almacenamiento,5097.95,,31.0,109.0,3.0,web,si,15293.85,El producto presentó fallas
698.0,2025-04-03,SSD,Asus,,2003.39,1.0,21.0,88.0,3.0,web,,2003.39,Entrega rápida y producto original
699.0,2025-04-04,SSD,HP,moviles,"2744,79",4.0,15.0,90.0,3.0,,si,10979.16,
700.0,2025-04-06,Tablet,Xiaomi,redes,558.43,1.0,10.0,-107.0,4.0,tienda,si,558.43,Excelente atención técnica
701.0,2025-04-08,Mouse,Dell,moviles,6474.33,3.0,27.0,56.0,5.0,tienda,no,19422.99,Buen precio y garantía
702.0,2025-04-09,Celular,Asus,,4788.32,1.0,18.0,46.0,3.0,web,si,4788.32,Producto funcionando perfectamente
703.0,2025-04-11,Celular,Lenovo,moviles,3825.48,3.0,-13.0,112.0,1.0,marketplace,si,11476.44,El pedido llegó incompleto
704.0,2025-04-13,Impresora,Xiaomi,almacenamiento,3315.16,3.0,16.0,38.0,,marketplace,no,9945.48,Buena asesoría antes de comprar
705.0,2025-04-15,Tablet,Logitech,computo,3040.13,-1.0,2.0,68.0,2.0,web,si,3040.13,Recibí un producto diferente
706.0,,,Apple,almacenamiento,3246.7,2.0,34.0,88.0,1.0,marketplace,no,,Buen precio y garantía
707.0,2025-04-18,Teclado,Dell,redes,1881.26,3.0,17.0,84.0,4.0,marketplace,si,5643.78,Demoraron en atender la garantía
708.0,2025-04-20,Teclado,Logitech,computo,,3.0,22.0,8.0,2.0,marketplace,si,12846.66,Buen precio y garantía
709.0,2025-04-21,Mouse,Lenovo,redes,5469.27,4.0,28.0,86.0,2.0,tienda,no,21877.08,Buena asesoría antes de comprar
710.0,2025-04-23,Mouse,Xiaomi,moviles,1482.92,"1,00",33.0,-2.0,3.0,tienda,no,1482.92,Mala atención postventa
711.0,2025-04-25,Laptop,HP,,1687.39,,31.0,19.0,-1.0,marketplace,si,6749.56,Entrega rápida y producto original
712.0,2025-04-27,Teclado,Logitech,moviles,"2132,88",3.0,7.0,,3.0,tienda,no,6398.64,Buen precio y garantía
713.0,2025-04-28,Celular,Xiaomi,perifericos,6001.7,,8.0,24.0,"1,00",marketplace,,6001.7,Excelente atención técnica
714.0,2025-04-30,Laptop,Dell,redes,4362.09,1.0,31.0,1.0,4.0,marketplace,no,4362.09,Demoraron en atender la garantía
715.0,2025-05-02,Audifonos,Asus, COMPUTO ,3078.29,-4.0,36.0,73.0,4.0,web,,12313.16,El pedido llegó incompleto
716.0,2025-05-03,SSD,Apple,moviles,2733.2,4.0,5.0,48.0,1.0,,no,10932.8,Buena asesoría antes de comprar
717.0,,Audifonos,Xiaomi,moviles,855.96,2.0,-13.0,105.0,4.0,marketplace,si,1711.92,Producto funcionando perfectamente
718.0,2025-05-07,Laptop,HP, MOVILES ,4816.56,3.0,19.0,113.0,5.0,web,si,14449.68,El producto presentó fallas
719.0,2025-05-08,SSD,Xiaomi,redes,4878.54,,15.0,46.0,1.0,marketplace,,14635.62,El pedido llegó incompleto
720.0,2025-05-10,Celular,HP,computo,1841.72,4.0,,14.0,2.0,marketplace,si,7366.88,Producto funcionando perfectamente
721.0,2025-05-12,Impresora,Dell,almacenamiento,-5981.13,2.0,"20,00",117.0,2.0,tienda,si,11962.26,Producto funcionando perfectamente
722.0,2025-05-14,Celular,Dell,perifericos,,3.0,34.0,69.0,1.0,web,si,11167.71,Recibí un producto diferente
723.0,2025-05-15,Tablet,HP,moviles,5416.52,2.0,-6.0,73.0,5.0,tienda,si,10833.04,Recibí un producto diferente
724.0,2025-05-17,Laptop,Asus,almacenamiento,5874.2,1.0,3.0,4.0,2.0,tienda,si,5874.2,Producto funcionando perfectamente
725.0,2025-05-19,SSD,HP,,4846.69,1.0,12.0,"70,00",5.0,tienda,no,,Buena asesoría antes de comprar
726.0,2025-05-20,Mouse,HP,moviles,5915.83,4.0,20.0,20.0,5.0,web,no,23663.32,Recibí un producto diferente
727.0,2025-05-22,Impresora,Samsung,computo,2778.29,,"10,00",88.0,5.0,marketplace,si,2778.29,
728.0,2025-05-24,Teclado,HP,,5462.81,3.0,9.0,71.0,3.0,web,no,16388.43,Entrega rápida y producto original
729.0,2025-05-26,Laptop,HP,redes,5105.81,1.0,3.0,106.0,3.0,tienda,no,5105.81,Buen precio y garantía
,2025-05-27,,Asus,perifericos,5188.81,3.0,28.0,"61,00",-2.0,tienda,no,15566.43,Buen precio y garantía
731.0,2025-05-29,Impresora,Asus,almacenamiento,619.82,1.0,,58.0,5.0,tienda,no,619.82,el producto presentó fallas
732.0,2025-05-31,Impresora,Samsung,moviles,"3940,60",3.0,27.0,72.0,1.0,marketplace,si,11821.8,Buen precio y garantía
733.0,2025-06-01,Audifonos,Lenovo,moviles,317.52,4.0,,92.0,5.0,tienda,si,1270.08,Producto funcionando perfectamente
734.0,2025-06-03,Laptop,,moviles,2242.28,3.0,35.0,34.0,1.0,tienda,si,-6726.84,Buen precio y garantía
735.0,2025-06-05,Teclado,Dell,moviles,1111.51,1.0,9.0,41.0,4.0,marketplace,no,1111.51,Entrega rápida y producto original
736.0,2025-06-06,Celular,Lenovo,computo,2463.28,3.0,0.0,41.0,1.0,web,si,7389.84,El producto presentó fallas
737.0,2025-06-08,Impresora,Logitech,moviles,3975.55,3.0,10.0,2.0,,web,no,11926.65,Buena asesoría antes de comprar
738.0,2025-06-10,Laptop,Samsung,almacenamiento,-2097.5,4.0,25.0,104.0,2.0,tienda,no,8390.0, BUENA ASESORÍA ANTES DE COMPRAR 
739.0,2025-06-12,Impresora,Apple,moviles,2822.92,1.0,5.0,51.0,4.0,web,si,2822.92,Excelente atención técnica
740.0,2025-06-13,Mouse,Apple,redes,-2130.37,2.0,4.0,31.0,5.0,tienda,no,4260.74,Excelente atención técnica
741.0,2025-06-15,Router,Dell,almacenamiento,734.64,3.0,21.0,95.0,2.0,tienda,no,2203.92,Buena asesoría antes de comprar
742.0,2025-06-17,Impresora,HP,redes,5668.89,4.0,32.0,77.0,3.0,web,si,22675.56,Entrega rápida y producto original
743.0,2025-06-18,Impresora,Apple,redes,3738.16,2.0,19.0,64.0,1.0,,no,7476.32,
,2025-06-20,Monitor,Apple,moviles,204.17,,14.0,29.0,1.0,web,,612.51,Buena asesoría antes de comprar
745.0,2025-06-22,Laptop,HP,redes,5121.17,2.0,16.0,,3.0,web,no,10242.34,Mala atención postventa
746.0,2025-06-24,SSD,Samsung,almacenamiento,4577.08,4.0,8.0,94.0,5.0,marketplace,si,18308.32,Entrega rápida y producto original
747.0,2025-06-25,Audifonos,Apple,almacenamiento,2726.79,4.0,29.0,1.0,1.0,web,,10907.16,
748.0,2025-06-27,,Logitech,redes,"3113,53",2.0,34.0,90.0,3.0,tienda,si,6227.06,Buen precio y garantía
,2025-06-29,Celular,HP,almacenamiento,3634.96,1.0,22.0,69.0,4.0,tienda,si,3634.96,Producto funcionando perfectamente
750.0,2025-06-30,Impresora,Lenovo,perifericos,341.05,1.0,3.0,107.0,4.0,web,si,341.05,Buena asesoría antes de comprar
751.0,2025-07-02,Celular,Xiaomi,moviles,1429.64,2.0,35.0,80.0,1.0,tienda,no,2859.28,Mala atención postventa
752.0,2025-07-04,Celular,Dell,computo,,1.0,36.0,24.0,2.0,tienda,no,441.72,Buen precio y garantía
753.0,2025-07-05, LAPTOP ,HP,almacenamiento,3266.59,2.0,36.0,51.0,,marketplace,si,6533.18,Producto funcionando perfectamente
754.0,2025-07-07,Mouse,Asus,redes,754.1,4.0,24.0,60.0,1.0,marketplace,no,3016.4,Buena asesoría antes de comprar
755.0,2025-07-09,Mouse,,perifericos,723.02,2.0,13.0,105.0,4.0,tienda,si,1446.04,Excelente atención técnica
756.0,2025-07-11,Audifonos,Asus,moviles,3360.76,3.0,14.0,19.0,1.0,marketplace,si,10082.28,El pedido llegó incompleto
757.0,,Audifonos,Dell,computo,2077.19,4.0,35.0,115.0,"1,00",marketplace,no,8308.76,Excelente atención técnica
758.0,2025-07-14,Celular,Xiaomi,moviles,451.97,4.0,3.0,54.0,1.0,marketplace,si,1807.88,Excelente atención técnica
759.0,2025-07-16,Router,HP,redes,3878.13,1.0,,9.0,5.0,web,si,,Demoraron en atender la garantía
760.0,2025-07-17,,Samsung,computo,5028.73,4.0,11.0,,5.0,web,si,,0
761.0,2025-07-19,Audifonos,Lenovo,perifericos,5170.75,2.0,11.0,93.0,5.0,tienda,si,10341.5,
762.0,2025-07-21,Teclado,HP,redes,1277.06,3.0,29.0,-23.0,2.0,,,-3831.18,Mala atención postventa
763.0,,Celular,Samsung,perifericos,562.6,2.0,-35.0,72.0,5.0,marketplace,no,1125.2,Mala atención postventa
764.0,2025-07-24,,Asus,almacenamiento,927.72,4.0,15.0,59.0,2.0,tienda,si,3710.88,buen precio y garantía
765.0,2025-07-26,Monitor,Asus,redes,4985.87,3.0,1.0,108.0,4.0,web,,14957.61,El pedido llegó incompleto
766.0,2025-07-28,Teclado,Asus,moviles,2760.24,1.0,8.0,117.0,5.0,marketplace,no,2760.24,Buen precio y garantía
767.0,2025-07-29,Audifonos,Samsung,moviles,-2880.98,4.0,33.0,24.0,5.0,marketplace,,11523.92,
768.0,2025-07-31,mouse,Asus,almacenamiento,4751.93,1.0,3.0,21.0,2.0,marketplace,si,4751.93,Excelente atención técnica
769.0,2025-08-02,Monitor,Dell,redes,3705.61,"4,00",24.0,88.0,3.0,tienda,si,14822.44,
770.0,2025-08-03,Laptop,Logitech,almacenamiento,1211.86,3.0,4.0,33.0,,tienda,no,3635.58,Buena asesoría antes de comprar
771.0, 2025-08-05 ,Teclado,Apple,,5678.65,3.0,3.0,95.0,3.0,web,si,17035.95,Entrega rápida y producto original
772.0,2025-08-07,Laptop,Xiaomi,redes,2035.84,-2.0,32.0,31.0,4.0,marketplace,no,4071.68,Buen precio y garantía
773.0,2025-08-09,Laptop,Asus,redes,1447.81,1.0,18.0,5.0,1.0,web,no,1447.81,Buena asesoría antes de comprar
774.0,2025-08-10,Audifonos,Asus,moviles,5366.44,,3.0,,2.0,web,si,10732.88,Excelente atención técnica
775.0,2025-08-12,Laptop,Xiaomi,moviles,5021.97,2.0,36.0,37.0,2.0,marketplace,si,10043.94,Demoraron en atender la garantía
776.0,2025-08-14,Mouse,Logitech,moviles,1954.2,4.0,22.0,,4.0,tienda,no,7816.8,Mala atención postventa
,2025-08-15,Tablet,Dell,,4450.11,4.0,2.0,65.0,3.0,tienda,si,17800.44,Buena asesoría antes de comprar
778.0,2025-08-17,Audifonos,Samsung,computo,3962.88,1.0,23.0,95.0,4.0,tienda,no,3962.88,El pedido llegó incompleto
779.0,2025-08-19,Monitor,Logitech,perifericos,328.43,2.0,36.0,,,tienda,si,656.86,Entrega rápida y producto original
780.0,2025-08-20,Teclado,Logitech,moviles,,4.0,"-8,00",66.0,4.0,tienda,no,10768.6,Excelente atención técnica
781.0,2025-08-22,Audifonos,Dell,almacenamiento,2818.91,1.0,26.0,1.0,4.0,marketplace,si,2818.91,El pedido llegó incompleto
782.0,2025-08-24,Teclado,Samsung,moviles,3477.22,4.0,18.0,8.0,1.0,marketplace,no,13908.88,Producto funcionando perfectamente
783.0,2025-08-26,Teclado,Asus,perifericos,4280.68,1.0,,10.0,5.0,tienda,si,4280.68,Entrega rápida y producto original
784.0,2025-08-27,Impresora,HP,moviles,1086.33,1.0,19.0,42.0,2.0,,si,,Buena asesoría antes de comprar
785.0,2025-08-29,Monitor,HP,redes,,2.0,5.0,26.0,2.0,web,no,6429.0,Buen precio y garantía
786.0,2025-08-31,,Apple,moviles,716.23,2.0,8.0,24.0,5.0,tienda,no,1432.46,Buen precio y garantía
787.0,2025-09-01,Tablet,Apple,almacenamiento,3760.1,,14.0,70.0,2.0,tienda,si,7520.2,
788.0,2025-09-03,Impresora,Logitech,almacenamiento,3281.29,4.0,6.0,,5.0,web,si,13125.16,Entrega rápida y producto original
789.0,2025-09-05,Mouse,Logitech,computo,1823.92,3.0,29.0,22.0,2.0,marketplace,,5471.76,Buen precio y garantía
790.0,2025-09-07,Laptop,,almacenamiento,3086.61,2.0,15.0,,5.0,marketplace,no,6173.22,Excelente atención técnica
791.0,,,Lenovo,moviles,"4850,11",2.0,35.0,0.0,5.0,web,si,9700.22,Excelente atención técnica
792.0,2025-09-10,Tablet,Apple,perifericos,2203.95,3.0,11.0,97.0,2.0,tienda,si,6611.85,Mala atención postventa
793.0,,Monitor,Dell,computo,2143.92,3.0,20.0,,3.0,tienda,no,6431.76,producto funcionando perfectamente
794.0,2025-09-13,Monitor,Asus,moviles,4191.13,2.0,10.0,83.0,5.0,web,si,8382.26,Demoraron en atender la garantía
795.0,2025-09-15,SSD,apple,moviles,1565.85,1.0,21.0,14.0,1.0,tienda,si,1565.85,Producto funcionando perfectamente
796.0,2025-09-17,Mouse,Lenovo,moviles,3776.57,1.0,,,1.0,, SI ,3776.57,Buena asesoría antes de comprar
797.0,2025-09-18,Tablet,,almacenamiento,284.99,4.0,21.0,61.0,"4,00",marketplace,no,1139.96,Entrega rápida y producto original
798.0,2025-09-20,SSD,Logitech,computo,4764.91,4.0,,,4.0,web,si,19059.64,Entrega rápida y producto original
799.0,2025-09-22,Monitor,Dell,redes,6229.79,4.0,17.0,20.0,1.0, WEB ,si,"24919,16",
800.0,2025-09-24,Audifonos,Asus,almacenamiento,1784.17,3.0,10.0,70.0,3.0,tienda,si,5352.51,Buen precio y garantía
801.0,2025-09-25,Mouse,Apple,computo,-3267.18,"2,00",26.0,41.0,,web,si,6534.36,Excelente atención técnica
802.0,2025-09-27,Celular,Asus,redes,592.77,"4,00",-9.0,90.0,5.0,marketplace,si,2371.08,El pedido llegó incompleto
803.0,2025-09-29,Celular,Samsung,moviles,800.73,1.0,"5,00",93.0,,web,si,800.73,Excelente atención técnica
804.0,2025-09-30,Router,Lenovo,almacenamiento,2918.56,1.0,25.0,,4.0,web,si,"2918,56",Excelente atención técnica
805.0,2025-10-02,Mouse,HP,redes,"1072,55",4.0,"2,00",88.0,1.0,tienda,no,4290.2,Excelente atención técnica
806.0,2025-10-04,Teclado,Xiaomi,redes,5414.03,,12.0,11.0,5.0,tienda,si,10828.06,Buen precio y garantía
807.0,2025-10-05,Mouse,Dell,perifericos,6467.88,3.0,6.0,88.0,4.0,web,si,19403.64,Recibí un producto diferente
808.0,2025-10-07,Teclado,Asus,almacenamiento,4695.96,3.0,8.0,28.0,,tienda,si,14087.88,
809.0,2025-10-09,Mouse,Logitech,moviles,4750.42,3.0,17.0,108.0,1.0,web,no,14251.26,Producto funcionando perfectamente
810.0,2025-10-11,Audifonos,HP,moviles,5481.08,4.0,22.0,79.0,5.0,tienda,si,21924.32,Buen precio y garantía
811.0,,Router,Lenovo,perifericos,2089.8,2.0,21.0,15.0,3.0,tienda,no,4179.6,Demoraron en atender la garantía
812.0,2025-10-14,Teclado,Samsung,redes,6171.88,2.0,10.0,41.0,,marketplace,no,12343.76,Buen precio y garantía
813.0,2025-10-16,Monitor,Samsung,almacenamiento,661.55,3.0,31.0,41.0,,tienda,si,"1984,65",Producto funcionando perfectamente
814.0,2025-10-17,Monitor,Apple,computo,3876.33,1.0,23.0,"109,00",1.0,marketplace,no,3876.33,Recibí un producto diferente
815.0,2025-10-19,Tablet,Samsung,almacenamiento,2998.92,3.0,3.0,"40,00",3.0,web,si,8996.76,Producto funcionando perfectamente
816.0,2025-10-21,Tablet,Samsung,redes,2146.05,4.0,"13,00",12.0,,,no,8584.2,Entrega rápida y producto original
,2025-10-23,Celular,Logitech,computo,5454.42,4.0,19.0,40.0,5.0,web,si,21817.68,Producto funcionando perfectamente
818.0,2025-10-24,Teclado, ASUS ,,1021.84,4.0,13.0,53.0,4.0,tienda,no,4087.36,Entrega rápida y producto original
819.0,2025-10-26,SSD,Asus,,242.69,3.0,19.0,,"1,00",marketplace,si,728.07,Buen precio y garantía
,2025-10-28,Tablet,Xiaomi,almacenamiento,3883.79,4.0,,37.0,,marketplace,,15535.16, EL PRODUCTO PRESENTÓ FALLAS 
821.0,2025-10-29,Celular,apple,almacenamiento,5919.85,4.0,13.0,111.0,3.0,web,no,23679.4,Buena asesoría antes de comprar
822.0,2025-10-31,Monitor, APPLE ,moviles,4971.36,4.0,11.0,42.0,2.0,tienda,no,19885.44,Entrega rápida y producto original
823.0,,Laptop,,,5187.85,2.0,,77.0,2.0,tienda,no,10375.7,Entrega rápida y producto original
,2025-11-03,Monitor,HP,redes,3789.03,1.0,19.0,-88.0,2.0,web,no,3789.03, BUEN PRECIO Y GARANTÍA 
825.0,2025-11-05,Laptop,HP,redes,3836.28,1.0,34.0,44.0,4.0,marketplace,no,3836.28,Producto funcionando perfectamente
826.0,2025-11-07,Impresora,Lenovo,computo,"4903,86","4,00",11.0,,,web,no,19615.44,Entrega rápida y producto original
827.0,2025-11-09,Monitor,Asus,almacenamiento,5732.6,2.0,0.0,6.0,4.0,web,no,11465.2,producto funcionando perfectamente
828.0,2025-11-10,Router,Apple,redes,710.56,2.0,,19.0,4.0,web,si,1421.12,Buena asesoría antes de comprar
829.0, 2025-11-12 ,Monitor,HP,computo,1248.5,1.0,14.0,26.0,"4,00",tienda,si,1248.5,Producto funcionando perfectamente
830.0,2025-11-14,Tablet,Dell,almacenamiento,,2.0,0.0,10.0,,tienda,si,,Excelente atención técnica
831.0,2025-11-15,,Logitech,moviles,6446.32,4.0,1.0,50.0,1.0,web,no,25785.28,Producto funcionando perfectamente
832.0,2025-11-17,Audifonos,Asus,redes,5599.87,4.0,5.0,40.0,2.0,marketplace,no,22399.48,Buen precio y garantía
833.0,2025-11-19,Router,Xiaomi,almacenamiento,5257.88,2.0,16.0,112.0,3.0,tienda,si,10515.76,Excelente atención técnica
834.0,,Celular,Samsung,perifericos,2051.19,2.0,"10,00",43.0,1.0,tienda,,4102.38,Producto funcionando perfectamente
835.0,2025-11-22,Celular,,almacenamiento,3255.22,4.0,,87.0,4.0,web,no,"13020,88",Excelente atención técnica
836.0,2025-11-24,Router,Lenovo,computo,3104.8,2.0,31.0,,3.0,web,,6209.6,Mala atención postventa
837.0,,Tablet,Samsung,almacenamiento,4067.34,4.0,22.0,,1.0,tienda,no,16269.36,Producto funcionando perfectamente
,2025-11-27,Tablet,Apple,moviles,2835.51,3.0,25.0,44.0,4.0,web,si,8506.53,El producto presentó fallas
839.0,2025-11-29,Laptop,Lenovo,perifericos,3856.04,3.0,4.0,76.0,4.0,tienda,si,11568.12,Excelente atención técnica
840.0,2025-12-01,Impresora,Apple,perifericos,,1.0,30.0,35.0,"1,00",marketplace,si,5785.64,Buena asesoría antes de comprar
841.0,2025-12-02,SSD,Apple,perifericos,2744.68,1.0,5.0,46.0,2.0,marketplace,no,2744.68,Producto funcionando perfectamente
842.0,2025-12-04,Mouse,Samsung,perifericos,357.75,1.0,17.0,8.0,3.0,tienda,si,357.75,EXCELENTE!!!
843.0,2025-12-06,Celular,,perifericos,1772.27,1.0,14.0,2.0,1.0,tienda,si,1772.27,Entrega rápida y producto original
844.0,2025-12-08,Tablet,Lenovo,redes,4558.31,2.0,32.0,62.0,4.0,web,si,-9116.62,Demoraron en atender la garantía
845.0,2025-12-09,Laptop,Samsung,redes,5814.78,3.0,"11,00",50.0,2.0,tienda,no,,Demoraron en atender la garantía
846.0,2025-12-11,Mouse,Apple,,,4.0,34.0,35.0,5.0,web,no,,Buen precio y garantía
847.0,2025-12-13,Tablet,Xiaomi,moviles,58.03,4.0,8.0,76.0,3.0,web,no,232.12,Entrega rápida y producto original
848.0,2025-12-14,Teclado,Dell,almacenamiento,"6124,20",1.0,4.0,80.0,-2.0,web,no,6124.2,Entrega rápida y producto original
849.0,2025-12-16,Impresora,Apple,almacenamiento,,4.0,16.0,33.0,1.0,web,no,"24727,88",Producto funcionando perfectamente
850.0,2025-12-18,Router,HP,moviles,6128.05,1.0,12.0,17.0,1.0,marketplace,no,6128.05,El producto presentó fallas
851.0,2025-12-19,Audifonos,Dell,almacenamiento,6299.8,3.0,11.0,106.0,4.0,,si,"18899,40",Buen precio y garantía
